## mean energy for N=100, omega=1
## 
## U		dU			bh
5.1 		0.1			0.1
2.6			0.1			0.2
1.72		0.04		0.3
1.32 		0.03		0.4
1.04		0.02		0.5
0.89 		0.02		0.6
0.75  		0.02		0.7
0.67		0.02		0.8
0.60 		0.02		0.9
0.55		0.01		1
0.336		0.005		2
0.282		0.004		3
0.259		0.003		4
0.252		0.002		5
0.251		0.002		6
0.249 		0.001		7
0.251		0.001		8
0.249		0.001		9
0.250		0.001		10
