#bh=100, omega=1, valore atteso=0.25000
#U_k					dU_k					eta
0.268060529637539		0.000396216674031		0.700
0.266345576400005		0.000466384348735 		0.600
0.268996846260399 		0.000554344359424		0.500
0.274041691903179		0.000675779676755		0.300
0.276250961093965		0.001227444975941		0.150
0.275725242533903		0.001597844951267		0.100
0.275718008173413 		0.001938699398334		0.075
0.275832424049125		0.002556029535137		0.060
0.279136793348099		0.002791143187531		0.050
0.275800068484514		0.002864916202553		0.043
0.275077788535003		0.003414524212724		0.038
0.278130454680872		0.003953550910797		0.033
0.277821312659862		0.004985689301949		0.030
