#bh=1, omega=1, valore atteso=0.540988
#U_k			dU_k			eta
0.7142860000	0.0000000183	0.700
#						0.600
0.5286747138 	0.0007418966	0.500
0.5892144076	0.0011531863	0.300
0.5925416123 	0.0018640942	0.150
0.5409695235 	0.0024605056	0.100
0.5544305712 	0.0031264005	0.075
0.5623183128 	0.0034752220	0.060
0.5401488355 	0.0037290556	0.050
0.5436742779 	0.0044032965	0.043
0.5459562800	0.0050693088	0.038
0.5406797095 	0.0059874194	0.033
0.5414318323 	0.0050426821	0.030
