#bh=100, omega=1, valore atteso=0.25000
#U_k			dU_k			eta
0.2359866547	0.0000584675	0.700
0.2394578870 	0.0000734430 	0.600
0.2424600619	0.0000752521	0.500
0.2470381981 	0.0001355460	0.300
0.2490845166	0.0002015058	0.150
0.2503020888 	0.0002858297	0.100
0.2506832790 	0.0003745746	0.075
0.2503668806 	0.0004350289	0.060
0.2504840910 	0.0005054750	0.050
0.2518106433 	0.0005160378	0.043
0.2494847103 	0.0004350024	0.038
0.2481074664 	0.0007275083	0.033
0.2486455014 	0.0006242263	0.030
