#bh=100, omega=1
#Dy			dDy			eta
0.2555435999 	0.0000213580	0.300
0.1387916535	0.0000092368	0.150
0.0950081167	0.0000055528	0.100
0.0722006681	0.0000041487	0.075
0.0582026204	0.0000032759	0.060
0.0487539630	0.0000027019	0.050
0.0420877446	0.0000020357 	0.043
0.0372741525	0.0000016792	0.038
0.0324504200	0.0000014478	0.033
0.0295485224	0.0000012503	0.030
